Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
558-80-4082,Jayanagar,Mumbai,Member,Male,Food and beverages,47.16,5,11.79,247.59,3/14/2019,14:35,Credit/Debit card,235.8,4.761904762,11.79,6
442-48-3607,Jayanagar,Mumbai,Non-Member,Male,Electronic accessories,52.89,4,10.578,222.138,3/14/2019,16:32,UPI,211.56,4.761904762,10.578,6.7
115-99-4379,Ameerpet,Hyderabad,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,3/14/2019,10:10,Credit/Debit card,95.36,4.761904762,4.768,4.1
122-61-9553,Gurgaon,Banglore,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,3/14/2019,14:15,Cash,10.17,4.761904762,0.5085,5.9
730-70-9830,Ameerpet,Hyderabad,Non-Member,Female,Health and beauty,68.71,3,10.3065,216.4365,3/14/2019,10:05,Cash,206.13,4.761904762,10.3065,8.7
189-52-0236,Jayanagar,Mumbai,Member,Female,Sports and travel,60.08,7,21.028,441.588,3/14/2019,11:36,Credit/Debit card,420.56,4.761904762,21.028,4.5
174-75-0888,Ameerpet,Hyderabad,Member,Female,Sports and travel,22.01,4,4.402,92.442,3/14/2019,18:15,Credit/Debit card,88.04,4.761904762,4.402,6.6
379-17-6588,Jayanagar,Mumbai,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,3/14/2019,13:53,Credit/Debit card,648.99,4.761904762,32.4495,7.7
373-09-4567,Ameerpet,Hyderabad,Member,Male,Fashion accessories,41.28,3,6.192,130.032,3/14/2019,18:37,Credit/Debit card,123.84,4.761904762,6.192,8.5
840-19-2096,Gurgaon,Banglore,Non-Member,Male,Electronic accessories,64.95,10,32.475,681.975,3/14/2019,18:27,Cash,649.5,4.761904762,32.475,5.2
628-90-8624,Ameerpet,Hyderabad,Member,Female,Electronic accessories,74.22,10,37.11,779.31,3/14/2019,14:42,Credit/Debit card,742.2,4.761904762,37.11,4.3
169-52-4504,Ameerpet,Hyderabad,Non-Member,Male,Electronic accessories,10.56,8,4.224,88.704,3/14/2019,17:43,Cash,84.48,4.761904762,4.224,7.6
210-30-7976,Jayanagar,Mumbai,Non-Member,Male,Health and beauty,62.57,4,12.514,262.794,3/14/2019,18:37,Cash,250.28,4.761904762,12.514,9.5
499-27-7781,Jayanagar,Mumbai,Member,Female,Sports and travel,11.85,8,4.74,99.54,3/14/2019,16:34,Cash,94.8,4.761904762,4.74,4.1
722-13-2115,Ameerpet,Hyderabad,Member,Male,Health and beauty,91.3,1,4.565,95.865,3/14/2019,14:42,UPI,91.3,4.761904762,4.565,9.2
457-12-0244,Jayanagar,Mumbai,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,3/14/2019,11:01,UPI,285.11,4.761904762,14.2555,5.4
139-32-4183,Ameerpet,Hyderabad,Non-Member,Male,Fashion accessories,52.38,1,2.619,54.999,3/14/2019,19:44,Cash,52.38,4.761904762,2.619,5.8
273-16-6619,Ameerpet,Hyderabad,Member,Male,Fashion accessories,38.54,5,9.635,202.335,3/15/2019,13:34,UPI,192.7,4.761904762,9.635,5.6
848-62-7243,Jayanagar,Mumbai,Non-Member,Male,Sports and travel,44.63,6,13.389,281.169,3/15/2019,20:08,Credit/Debit card,267.78,4.761904762,13.389,5.1
595-11-5460,Gurgaon,Banglore,Non-Member,Male,Electronic accessories,55.87,10,27.935,586.635,3/15/2019,15:01,Cash,558.7,4.761904762,27.935,5.8
542-41-0513,Gurgaon,Banglore,Member,Female,Sports and travel,29.22,6,8.766,184.086,3/15/2019,11:40,UPI,175.32,4.761904762,8.766,5
760-54-1821,Ameerpet,Hyderabad,Non-Member,Male,Fashion accessories,51.94,3,7.791,163.611,3/15/2019,15:21,Cash,155.82,4.761904762,7.791,7.9
510-09-5628,Jayanagar,Mumbai,Non-Member,Male,Electronic accessories,60.3,1,3.015,63.315,3/15/2019,17:38,Cash,60.3,4.761904762,3.015,6
585-11-6748,Ameerpet,Hyderabad,Member,Female,Sports and travel,39.47,2,3.947,82.887,3/15/2019,16:16,Credit/Debit card,78.94,4.761904762,3.947,5
605-83-1050,Gurgaon,Banglore,Member,Female,Food and beverages,14.87,2,1.487,31.227,3/15/2019,18:15,Credit/Debit card,29.74,4.761904762,1.487,8.9
359-94-5395,Ameerpet,Hyderabad,Non-Member,Male,Fashion accessories,21.32,1,1.066,22.386,3/15/2019,12:43,Cash,21.32,4.761904762,1.066,5.9
565-91-4567,Ameerpet,Hyderabad,Member,Male,Electronic accessories,93.78,3,14.067,295.407,3/15/2019,11:32,Credit/Debit card,281.34,4.761904762,14.067,5.9
361-59-0574,Ameerpet,Hyderabad,Member,Male,Electronic accessories,73.26,1,3.663,76.923,3/15/2019,18:08,UPI,73.26,4.761904762,3.663,9.7
154-87-7367,Gurgaon,Banglore,Non-Member,Female,Sports and travel,22.38,1,1.119,23.499,3/15/2019,17:08,Credit/Debit card,22.38,4.761904762,1.119,8.6
617-15-4209,Gurgaon,Banglore,Member,Female,Food and beverages,72.88,9,32.796,688.716,3/16/2019,19:38,Cash,655.92,4.761904762,32.796,4
575-30-8091,Ameerpet,Hyderabad,Non-Member,Female,Fashion accessories,99.1,6,29.73,624.33,3/16/2019,13:11,Cash,594.6,4.761904762,29.73,4.2
286-43-6208,Ameerpet,Hyderabad,Non-Member,Male,Fashion accessories,74.1,1,3.705,77.805,3/16/2019,11:05,Cash,74.1,4.761904762,3.705,9.2
290-68-2984,Ameerpet,Hyderabad,Non-Member,Female,Fashion accessories,98.48,2,9.848,206.808,3/16/2019,10:12,UPI,196.96,4.761904762,9.848,9.2
578-80-7669,Gurgaon,Banglore,Non-Member,Male,Health and beauty,53.19,7,18.6165,390.9465,3/16/2019,15:42,UPI,372.33,4.761904762,18.6165,5
727-17-0390,Jayanagar,Mumbai,Non-Member,Female,Electronic accessories,52.79,10,26.395,554.295,3/16/2019,11:58,UPI,527.9,4.761904762,26.395,10
701-69-8742,Ameerpet,Hyderabad,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,3/16/2019,14:21,UPI,479.75,4.761904762,23.9875,8.8
210-74-9613,Jayanagar,Mumbai,Non-Member,Female,Fashion accessories,36.51,9,16.4295,345.0195,3/16/2019,10:52,Cash,328.59,4.761904762,16.4295,4.2
711-31-1234,Jayanagar,Mumbai,Non-Member,Male,Food and beverages,21.12,8,8.448,177.408,3/16/2019,19:31,Cash,168.96,4.761904762,8.448,6.3
662-47-5456,Ameerpet,Hyderabad,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,3/17/2019,18:35,Cash,113.24,4.761904762,5.662,8.2
320-32-8842,Jayanagar,Mumbai,Non-Member,Male,Health and beauty,57.59,6,17.277,362.817,3/17/2019,13:51,Cash,345.54,4.761904762,17.277,5.1
642-30-6693,Ameerpet,Hyderabad,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,3/17/2019,12:35,Cash,428.67,4.761904762,21.4335,5
220-68-6701,Gurgaon,Banglore,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,3/17/2019,13:24,UPI,86.27,4.761904762,4.3135,7
152-03-4217,Ameerpet,Hyderabad,Member,Male,Sports and travel,12.76,2,1.276,26.796,3/17/2019,18:06,UPI,25.52,4.761904762,1.276,7.8
880-46-5796,Jayanagar,Mumbai,Non-Member,Female,Home and lifestyle,11.28,9,5.076,106.596,3/17/2019,11:55,Credit/Debit card,101.52,4.761904762,5.076,4.3
263-87-5680,Jayanagar,Mumbai,Non-Member,Female,Home and lifestyle,51.07,7,17.8745,375.3645,3/18/2019,11:42,Cash,357.49,4.761904762,17.8745,7
439-54-7422,Ameerpet,Hyderabad,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,3/18/2019,14:30,Cash,238.77,4.761904762,11.9385,6.6
485-30-8700,Gurgaon,Banglore,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,3/18/2019,15:11,UPI,101.43,4.761904762,5.0715,7.3
413-20-6708,Jayanagar,Mumbai,Member,Male,Sports and travel,90.53,8,36.212,760.452,3/18/2019,14:48,Credit/Debit card,724.24,4.761904762,36.212,6.5
420-04-7590,Gurgaon,Banglore,Member,Female,Health and beauty,62.82,2,6.282,131.922,3/18/2019,12:36,UPI,125.64,4.761904762,6.282,4.9
776-68-1096,Gurgaon,Banglore,Member,Male,Food and beverages,24.31,3,3.6465,76.5765,3/18/2019,19:09,Credit/Debit card,72.93,4.761904762,3.6465,4.3
256-58-3609,Ameerpet,Hyderabad,Non-Member,Male,Sports and travel,64.59,4,12.918,271.278,3/18/2019,13:35,UPI,258.36,4.761904762,12.918,9.3
574-22-5561,Ameerpet,Hyderabad,Member,Male,Food and beverages,24.82,7,8.687,182.427,3/19/2019,10:33,Credit/Debit card,173.74,4.761904762,8.687,7.1
716-39-1409,Gurgaon,Banglore,Non-Member,Male,Fashion accessories,56.5,1,2.825,59.325,3/19/2019,15:45,UPI,56.5,4.761904762,2.825,9.6
568-90-5112,Jayanagar,Mumbai,Member,Female,Electronic accessories,21.43,10,10.715,225.015,3/19/2019,11:51,Cash,214.3,4.761904762,10.715,6.2
831-07-6050,Ameerpet,Hyderabad,Member,Male,Sports and travel,89.06,6,26.718,561.078,3/19/2019,17:26,Cash,534.36,4.761904762,26.718,9.9
850-41-9669,Ameerpet,Hyderabad,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,3/19/2019,11:52,Credit/Debit card,93.16,4.761904762,4.658,5.9
898-04-2717,Gurgaon,Banglore,Non-Member,Male,Home and lifestyle,65.26,8,26.104,548.184,3/19/2019,14:04,UPI,522.08,4.761904762,26.104,6.3
462-78-5240,Gurgaon,Banglore,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,3/19/2019,17:49,Cash,52.35,4.761904762,2.6175,4
301-81-8610,Jayanagar,Mumbai,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,3/19/2019,20:19,Cash,39.75,4.761904762,1.9875,6.1
751-69-0068,Ameerpet,Hyderabad,Non-Member,Female,Electronic accessories,90.02,8,36.008,756.168,3/19/2019,16:08,Credit/Debit card,720.16,4.761904762,36.008,4.5
701-23-5550,Jayanagar,Mumbai,Member,Female,Electronic accessories,12.1,8,4.84,101.64,3/19/2019,10:17,UPI,96.8,4.761904762,4.84,8.6
318-81-2368,Jayanagar,Mumbai,Member,Female,Food and beverages,33.21,10,16.605,348.705,3/19/2019,14:25,UPI,332.1,4.761904762,16.605,6
155-45-3814,Gurgaon,Banglore,Member,Female,Fashion accessories,10.18,8,4.072,85.512,3/19/2019,12:51,Credit/Debit card,81.44,4.761904762,4.072,9.5
728-88-7867,Jayanagar,Mumbai,Member,Male,Sports and travel,31.99,10,15.995,335.895,3/19/2019,15:18,Credit/Debit card,319.9,4.761904762,15.995,9.9
737-88-5876,Ameerpet,Hyderabad,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,3/19/2019,12:45,UPI,206.52,4.761904762,10.326,7.5
548-48-3156,Ameerpet,Hyderabad,Member,Female,Food and beverages,83.34,2,8.334,175.014,3/19/2019,13:37,Cash,166.68,4.761904762,8.334,7.6
593-08-5916,Ameerpet,Hyderabad,Non-Member,Male,Sports and travel,45.58,7,15.953,335.013,3/19/2019,10:03,Cash,319.06,4.761904762,15.953,5
142-63-6033,Ameerpet,Hyderabad,Member,Male,Food and beverages,87.9,1,4.395,92.295,3/20/2019,19:42,UPI,87.9,4.761904762,4.395,6.7
213-72-6612,Ameerpet,Hyderabad,Member,Female,Electronic accessories,73.47,10,36.735,771.435,3/20/2019,13:14,UPI,734.7,4.761904762,36.735,9.5
537-72-0426,Gurgaon,Banglore,Non-Member,Female,Fashion accessories,12.19,8,4.876,102.396,3/20/2019,12:47,UPI,97.52,4.761904762,4.876,6.8
828-61-5674,Ameerpet,Hyderabad,Member,Male,Sports and travel,76.92,10,38.46,807.66,3/20/2019,19:53,UPI,769.2,4.761904762,38.46,5.6
650-98-6268,Gurgaon,Banglore,Non-Member,Female,Health and beauty,83.66,5,20.915,439.215,3/20/2019,10:26,Cash,418.3,4.761904762,20.915,7.2
632-32-4574,Jayanagar,Mumbai,Non-Member,Female,Electronic accessories,57.91,8,23.164,486.444,3/20/2019,15:06,Cash,463.28,4.761904762,23.164,8.1
451-28-5717,Gurgaon,Banglore,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,3/20/2019,16:35,Credit/Debit card,462.45,4.761904762,23.1225,8.6
760-90-2357,Jayanagar,Mumbai,Non-Member,Male,Electronic accessories,28.38,5,7.095,148.995,3/20/2019,20:57,Cash,141.9,4.761904762,7.095,9.4
514-37-2845,Jayanagar,Mumbai,Member,Male,Electronic accessories,50.45,6,15.135,317.835,3/20/2019,15:16,Credit/Debit card,302.7,4.761904762,15.135,8.9
509-29-3912,Jayanagar,Mumbai,Non-Member,Male,Health and beauty,99.16,8,39.664,832.944,3/20/2019,17:47,Credit/Debit card,793.28,4.761904762,39.664,4.2
436-54-4512,Gurgaon,Banglore,Non-Member,Male,Fashion accessories,60.74,7,21.259,446.439,3/20/2019,16:23,UPI,425.18,4.761904762,21.259,5
182-88-2763,Gurgaon,Banglore,Member,Female,Food and beverages,47.27,6,14.181,297.801,3/20/2019,10:17,Cash,283.62,4.761904762,14.181,8.8
574-31-8277,Gurgaon,Banglore,Member,Male,Health and beauty,85.6,7,29.96,629.16,3/20/2019,13:50,Cash,599.2,4.761904762,29.96,5.3
805-86-0265,Ameerpet,Hyderabad,Member,Male,Food and beverages,35.04,9,15.768,331.128,3/20/2019,19:17,UPI,315.36,4.761904762,15.768,4.6
102-06-2002,Gurgaon,Banglore,Member,Female,Electronic accessories,44.84,9,20.178,423.738,3/20/2019,14:00,Credit/Debit card,403.56,4.761904762,20.178,7.5
827-26-2100,Jayanagar,Mumbai,Non-Member,Male,Home and lifestyle,45.97,4,9.194,193.074,3/21/2019,12:02,UPI,183.88,4.761904762,9.194,5.1
512-98-1403,Ameerpet,Hyderabad,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,3/21/2019,20:21,Credit/Debit card,138.65,4.761904762,6.9325,4.2
527-09-6272,Ameerpet,Hyderabad,Non-Member,Male,Food and beverages,11.53,7,4.0355,84.7455,3/21/2019,17:35,Cash,80.71,4.761904762,4.0355,8.1
438-01-4015,Gurgaon,Banglore,Non-Member,Female,Health and beauty,58.32,2,5.832,122.472,3/21/2019,12:42,UPI,116.64,4.761904762,5.832,6
448-61-3783,Gurgaon,Banglore,Member,Female,Home and lifestyle,78.38,4,15.676,329.196,3/21/2019,17:56,Cash,313.52,4.761904762,15.676,7.9
500-02-2261,Gurgaon,Banglore,Non-Member,Male,Health and beauty,84.61,10,42.305,888.405,3/21/2019,18:58,Credit/Debit card,846.1,4.761904762,42.305,8.8
227-03-5010,Jayanagar,Mumbai,Non-Member,Female,Health and beauty,82.88,5,20.72,435.12,3/22/2019,14:08,Credit/Debit card,414.4,4.761904762,20.72,6.6
616-24-2851,Ameerpet,Hyderabad,Member,Female,Food and beverages,79.54,2,7.954,167.034,3/22/2019,16:30,UPI,159.08,4.761904762,7.954,6.2
630-74-5166,Jayanagar,Mumbai,Non-Member,Female,Home and lifestyle,49.01,10,24.505,514.605,3/22/2019,10:44,Credit/Debit card,490.1,4.761904762,24.505,4.2
802-43-8934,Jayanagar,Mumbai,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,3/22/2019,20:29,Credit/Debit card,87.45,4.761904762,4.3725,7.3
472-15-9636,Gurgaon,Banglore,Non-Member,Female,Electronic accessories,56.13,4,11.226,235.746,3/22/2019,11:43,UPI,224.52,4.761904762,11.226,8.6
394-30-3170,Ameerpet,Hyderabad,Non-Member,Female,Home and lifestyle,93.12,8,37.248,782.208,3/22/2019,10:09,Cash,744.96,4.761904762,37.248,6.8
554-53-3790,Ameerpet,Hyderabad,Member,Male,Fashion accessories,51.34,8,20.536,431.256,3/22/2019,10:00,UPI,410.72,4.761904762,20.536,7.6
550-84-8664,Ameerpet,Hyderabad,Member,Female,Food and beverages,99.6,3,14.94,313.74,3/22/2019,18:45,Cash,298.8,4.761904762,14.94,5.8
674-56-6360,Gurgaon,Banglore,Non-Member,Female,Electronic accessories,35.49,6,10.647,223.587,3/22/2019,12:40,Cash,212.94,4.761904762,10.647,4.1
886-18-2897,Gurgaon,Banglore,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,3/22/2019,15:36,Credit/Debit card,42.85,4.761904762,2.1425,9.3
333-73-7901,Ameerpet,Hyderabad,Non-Member,Female,Fashion accessories,94.67,4,18.934,397.614,3/23/2019,12:04,Cash,378.68,4.761904762,18.934,6.8
865-92-6136,Jayanagar,Mumbai,Non-Member,Male,Home and lifestyle,68.97,3,10.3455,217.2555,3/23/2019,11:26,UPI,206.91,4.761904762,10.3455,8.7
608-96-3517,Jayanagar,Mumbai,Member,Female,Electronic accessories,26.26,3,3.939,82.719,3/23/2019,12:36,UPI,78.78,4.761904762,3.939,6.3
407-63-8975,Gurgaon,Banglore,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,3/23/2019,15:06,Credit/Debit card,322.11,4.761904762,16.1055,5.1
851-28-6367,Jayanagar,Mumbai,Non-Member,Female,Home and lifestyle,16.37,6,4.911,103.131,3/23/2019,10:58,Cash,98.22,4.761904762,4.911,7
856-22-8149,Gurgaon,Banglore,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,3/23/2019,12:10,Credit/Debit card,25.46,4.761904762,1.273,5.2
795-49-7276,Gurgaon,Banglore,Non-Member,Female,Sports and travel,83.14,7,29.099,611.079,3/23/2019,10:31,Credit/Debit card,581.98,4.761904762,29.099,6.6
386-27-7606,Gurgaon,Banglore,Member,Female,Sports and travel,35.22,6,10.566,221.886,3/23/2019,13:49,UPI,211.32,4.761904762,10.566,6.5
733-29-1227,Jayanagar,Mumbai,Non-Member,Female,Electronic accessories,13.78,4,2.756,57.876,3/23/2019,11:10,UPI,55.12,4.761904762,2.756,9
474-33-8305,Jayanagar,Mumbai,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,3/23/2019,17:38,Credit/Debit card,88.31,4.761904762,4.4155,5.2
884-80-6021,Ameerpet,Hyderabad,Member,Female,Health and beauty,39.62,9,17.829,374.409,3/23/2019,17:54,Credit/Debit card,356.58,4.761904762,17.829,6.8
588-01-7461,Jayanagar,Mumbai,Non-Member,Female,Electronic accessories,88.25,9,39.7125,833.9625,3/24/2019,20:51,Credit/Debit card,794.25,4.761904762,39.7125,7.6
560-30-5617,Jayanagar,Mumbai,Non-Member,Male,Sports and travel,25.31,2,2.531,53.151,3/24/2019,19:26,UPI,50.62,4.761904762,2.531,7.2
593-95-4461,Jayanagar,Mumbai,Non-Member,Male,Home and lifestyle,99.92,6,29.976,629.496,3/24/2019,13:33,UPI,599.52,4.761904762,29.976,7.1
835-16-0096,Gurgaon,Banglore,Member,Female,Fashion accessories,83.35,2,8.335,175.035,3/24/2019,14:05,Credit/Debit card,166.7,4.761904762,8.335,9.5
468-88-0009,Ameerpet,Hyderabad,Non-Member,Female,Food and beverages,74.44,10,37.22,781.62,3/24/2019,11:40,UPI,744.4,4.761904762,37.22,5.1
334-64-2006,Gurgaon,Banglore,Non-Member,Male,Health and beauty,64.08,7,22.428,470.988,3/24/2019,12:27,UPI,448.56,4.761904762,22.428,7.6
725-67-2480,Jayanagar,Mumbai,Non-Member,Female,Home and lifestyle,63.15,6,18.945,397.845,3/24/2019,20:24,UPI,378.9,4.761904762,18.945,9.8
538-22-0304,Gurgaon,Banglore,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,3/24/2019,20:59,UPI,257.16,4.761904762,12.858,5.1
118-62-1812,Gurgaon,Banglore,Non-Member,Female,Health and beauty,78.89,7,27.6115,579.8415,3/24/2019,19:48,UPI,552.23,4.761904762,27.6115,7.5
851-98-3555,Ameerpet,Hyderabad,Non-Member,Female,Sports and travel,89.48,5,22.37,469.77,3/24/2019,10:18,Cash,447.4,4.761904762,22.37,7.4
641-62-7288,Ameerpet,Hyderabad,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,3/24/2019,16:27,Cash,276.27,4.761904762,13.8135,4.2
699-14-3026,Gurgaon,Banglore,Non-Member,Female,Food and beverages,57.29,6,17.187,360.927,3/25/2019,17:04,UPI,343.74,4.761904762,17.187,5.9
362-58-8315,Ameerpet,Hyderabad,Non-Member,Male,Food and beverages,66.52,4,13.304,279.384,3/25/2019,18:14,UPI,266.08,4.761904762,13.304,6.9
340-66-0321,Gurgaon,Banglore,Member,Male,Fashion accessories,99.82,9,44.919,943.299,3/25/2019,10:43,Cash,898.38,4.761904762,44.919,6.6
110-05-6330,Ameerpet,Hyderabad,Non-Member,Female,Home and lifestyle,45.68,10,22.84,479.64,3/25/2019,19:30,UPI,456.8,4.761904762,22.84,5.7
282-35-2475,Ameerpet,Hyderabad,Non-Member,Male,Health and beauty,50.79,5,12.6975,266.6475,3/25/2019,14:53,Credit/Debit card,253.95,4.761904762,12.6975,5.3
134-75-2619,Ameerpet,Hyderabad,Member,Male,Health and beauty,10.08,7,3.528,74.088,3/25/2019,20:14,Cash,70.56,4.761904762,3.528,4.2
156-95-3964,Ameerpet,Hyderabad,Non-Member,Female,Electronic accessories,93.88,7,32.858,690.018,3/25/2019,11:51,Credit/Debit card,657.16,4.761904762,32.858,7.3
366-43-6862,Gurgaon,Banglore,Member,Male,Electronic accessories,84.25,2,8.425,176.925,3/25/2019,14:13,Credit/Debit card,168.5,4.761904762,8.425,5.3
605-03-2706,Jayanagar,Mumbai,Member,Male,Fashion accessories,53.78,1,2.689,56.469,3/25/2019,20:13,UPI,53.78,4.761904762,2.689,4.7
163-56-7055,Gurgaon,Banglore,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,3/26/2019,18:44,UPI,179.05,4.761904762,8.9525,7.9
848-24-9445,Jayanagar,Mumbai,Non-Member,Female,Food and beverages,26.43,8,10.572,222.012,3/26/2019,14:26,UPI,211.44,4.761904762,10.572,8.9
411-77-0180,Jayanagar,Mumbai,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,3/26/2019,12:40,UPI,119.73,4.761904762,5.9865,9.3
449-27-2918,Jayanagar,Mumbai,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,3/26/2019,18:43,UPI,65.7,4.761904762,3.285,4.7
734-91-1155,Jayanagar,Mumbai,Member,Female,Food and beverages,62.85,4,12.57,263.97,3/26/2019,13:22,UPI,251.4,4.761904762,12.57,8.7
236-27-1144,Gurgaon,Banglore,Member,Female,Food and beverages,21.04,4,4.208,88.368,3/26/2019,13:58,Cash,84.16,4.761904762,4.208,7.6
797-88-0493,Jayanagar,Mumbai,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,3/26/2019,11:45,Cash,395.46,4.761904762,19.773,5.7
487-79-6868,Ameerpet,Hyderabad,Non-Member,Female,Fashion accessories,42.57,7,14.8995,312.8895,3/26/2019,11:51,Cash,297.99,4.761904762,14.8995,6.8
587-73-4862,Gurgaon,Banglore,Member,Male,Food and beverages,50.49,9,22.7205,477.1305,3/26/2019,17:16,Cash,454.41,4.761904762,22.7205,5.4
760-53-9233,Jayanagar,Mumbai,Non-Member,Male,Electronic accessories,46.02,6,13.806,289.926,3/26/2019,15:55,Cash,276.12,4.761904762,13.806,7.1
